feature,importance
rs12626788_C_1,0.27159959503784564
rs55682827_C_1,0.251171845670915
rs2034650_A_2,0.23313081685941228
rs16837903_G_1,0.17389251289855548
rs5743894_T_1,0.1488761290336521
rs11191865_G_0,0.08646727542223723
rs12610495_A_0,0.08046756736547923
rs3829223_C_0,0.02840773539596999
rs35705950.1_G_1,0.011859101656193017
rs664034_T_2,0.0
rs74760554_C_1,0.0
rs73409602_C_1,0.0
rs73409602_C_2,0.0
rs74760554_C_0,0.0
rs12275748_C_1,0.0
rs74760554_C_2,0.0
rs12275748_C_0,0.0
rs664034_T_1,0.0
rs12275748_C_2,0.0
rs664034_T_0,0.0
rs73409602_C_0,0.0
rs3131520_C_0,0.0
rs61867586_C_2,0.0
rs61867586_C_1,0.0
rs10842996_T_1,0.0
rs61867586_C_0,0.0
rs7122936_A_2,0.0
rs7122936_A_1,0.0
rs7122936_A_0,0.0
rs5743890_T_2,0.0
rs5743890_T_1,0.0
rs5743890_T_0,0.0
rs5743894_T_2,0.0
rs5743894_T_0,0.0
rs3750920_C_2,0.0
rs3750920_C_1,0.0
rs10842996_T_0,0.0
rs10783497_A_1,0.0
rs10842996_T_2,0.0
rs325093_T_0,0.0
rs17372089_A_1,0.0
rs17372089_A_0,0.0
rs117750427_A_2,0.0
rs117750427_A_1,0.0
rs117750427_A_0,0.0
rs6491201_C_2,0.0
rs6491201_C_1,0.0
rs6491201_C_0,0.0
rs923077_A_2,0.0
rs923077_A_1,0.0
rs923077_A_0,0.0
rs325093_T_2,0.0
rs325093_T_1,0.0
rs12422371_C_2,0.0
rs10783497_A_0,0.0
rs12422371_C_1,0.0
rs12422371_C_0,0.0
rs78288787_C_2,0.0
rs78288787_C_1,0.0
rs78288787_C_0,0.0
rs76739551_C_2,0.0
rs76739551_C_1,0.0
rs76739551_C_0,0.0
rs117427783_T_2,0.0
rs117427783_T_1,0.0
rs117427783_T_0,0.0
rs10783497_A_2,0.0
rs3829223_C_2,0.0
rs3750920_C_0,0.0
rs2857476_C_1,0.0
rs3829223_C_1,0.0
rs11191865_G_1,0.0
rs2067832_G_1,0.0
rs2067832_G_0,0.0
rs10748858_T_2,0.0
rs10748858_T_1,0.0
rs10748858_T_0,0.0
rs34547036_C_2,0.0
rs34547036_C_1,0.0
rs34547036_C_0,0.0
rs55672765_C_2,0.0
rs55672765_C_1,0.0
rs55672765_C_0,0.0
rs1189320_G_2,0.0
rs1189320_G_1,0.0
rs1189320_G_0,0.0
rs61829240_G_2,0.0
rs61829240_G_1,0.0
rs61829240_G_0,0.0
rs13299670_C_2,0.0
rs13299670_C_1,0.0
rs13299670_C_0,0.0
rs7041597_T_2,0.0
rs7041597_T_1,0.0
rs7041597_T_0,0.0
rs1851741_G_2,0.0
rs1851741_G_1,0.0
rs1851741_G_0,0.0
rs1923802_T_2,0.0
rs2067832_G_2,0.0
rs11191865_G_2,0.0
rs2857476_C_2,0.0
rs4918072_G_0,0.0
rs9577395_C_0,0.0
rs2857476_C_0,0.0
rs35705950.1_G_2,0.0
rs35705950.1_G_0,0.0
rs34425120_G_2,0.0
rs34425120_G_1,0.0
rs34425120_G_0,0.0
